clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
3.0,357.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1981678055010725,-0.8721191423685858,1.5855287069457737,-1.5789228093916412,-1.5449511790044221,-1.6136406328283208
3.0,357.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1981678055010725,-0.5929080887450668,-0.20460509147138653,-1.5789228093916412,-1.5274399468819049,-1.5852996691436083
4.0,357.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1981678055010725,-1.2211329593979858,-0.20460509147138653,-1.5432642512705075,-1.4924174826368704,-1.5994701509859643
4.0,402.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1981678055010725,-1.3607384862097478,-0.20460509147138653,-1.507605693149374,-1.466150634453095,-1.5852996691436083
4.0,402.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1981678055010725,-0.7325136155568238,0.6904618077371937,-1.5700081698613575,-1.509928714759388,-1.5852996691436083
4.0,402.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1981678055010725,-1.570146776427386,0.24292835813290356,-1.5343496117402242,-1.466150634453095,-1.6136406328283208
4.0,402.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1981678055010725,0.10511954531373324,0.24292835813290356,-1.6145813675127747,-1.5537067950656809,-1.556958705458896
4.0,402.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1981678055010725,-2.477582700703824,0.6904618077371937,-1.4897764140888075,-1.4486394023305773,-1.6561520783553891
4.0,402.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1981678055010725,1.6407803402430903,0.6904618077371937,-1.6948131232853252,-1.6500185717395257,-1.5286177417741837
4.0,402.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0293938734071988,1.5709775768372143,-1.5472054402842568,-1.2847397048922888,-1.2472602329216296,-1.1176737683458546
2.0,402.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1348775809658698,-0.6627108521509478,0.6904618077371937,-1.4273739373768235,-1.3785944738405085,-1.4435948507200465
3.0,403.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9872003903837303,0.03531678190785224,-1.0996719906799668,-1.106446914286621,-1.072147911696457,-1.0751623228187863
1.0,403.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9872003903837303,-0.38349979852742383,-0.6521385410756766,-1.106446914286621,-1.0809035277577155,-1.1176737683458546
1.0,403.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9872003903837303,-0.4533025619333048,-0.6521385410756766,-1.106446914286621,-1.0371254474514224,-1.1035032865034986
2.0,403.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1348775809658698,2.4086107377077766,-0.6521385410756766,-1.5521788908007907,-1.5011730986981295,-1.316060514138841
3.0,403.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1348775809658698,-2.337977173892067,2.480595606154354,-1.3738861001951226,-1.3085495453504394,-1.5286177417741837
4.0,403.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0082971318954645,0.9427527061842953,-0.6521385410756766,-1.240166507240872,-1.1947265365540773,-1.1176737683458546
1.0,403.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0715873564306673,0.4541333623431333,0.24292835813290356,-1.3293129025437058,-1.2910383132279224,-1.2593785867694165
2.0,403.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0082971318954645,0.03531678190785224,-1.0996719906799668,-1.2312518677105888,-1.1509484562477845,-1.1743556957152792
1.0,403.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0082971318954645,1.4313720500254523,-0.6521385410756766,-1.2223372281803049,-1.185970920492819,-1.0609918409764298
1.0,403.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.155974322477604,1.0823582329960524,1.1379952573414838,-1.5432642512705075,-1.4924174826368704,-1.4152538870353342
3.0,404.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0715873564306673,-0.7325136155568238,1.1379952573414838,-1.2490811467711553,-1.1947265365540773,-1.2735490686117723
1.0,404.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1770710639893383,-0.5929080887450668,1.5855287069457737,-1.5254349722099412,-1.4924174826368704,-1.5427882236165396
2.0,404.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1981678055010725,0.10511954531373324,-1.5472054402842568,-1.6056667279824912,-1.5624624111269394,-1.556958705458896
4.0,404.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0082971318954645,-0.5929080887450668,-1.0996719906799668,-1.1421054724077544,-1.0984147598802323,-1.1601852138729227
2.0,404.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2192645470128067,-0.10428874490390479,0.24292835813290356,-1.6056667279824912,-1.6149961074944912,-1.5994701509859643
3.0,404.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.2192645470128067,-1.709752303239148,2.0330621565500637,-1.623496007043058,-1.62375172355575,-1.7411749694095262
3.0,404.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.050490614918933,-0.5231053253391859,0.6904618077371937,-1.2758250653620058,-1.2297490007991119,-1.2877195504541288
1.0,405.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.050490614918933,-1.709752303239148,1.5855287069457737,-1.1599347514683216,-1.185970920492819,-1.316060514138841
1.0,405.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.050490614918933,0.5937388891548953,-0.20460509147138653,-1.3203982630134226,-1.273527081105405,-1.231037623084704
2.0,405.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.050490614918933,0.8729499427784143,-0.20460509147138653,-1.293654344422572,-1.2385046168603704,-1.1743556957152792
2.0,405.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.050490614918933,1.0125554695901762,-1.0996719906799668,-1.3203982630134226,-1.2647714650441464,-1.1885261775576352
2.0,405.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9450069073602619,-0.5929080887450668,-0.20460509147138653,-1.061873716635204,-1.002102983206388,-1.0751623228187863
4.0,552.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.050490614918933,0.5937388891548953,0.6904618077371937,-1.338227542073989,-1.282282697166664,-1.24520810492706
2.0,552.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.050490614918933,0.5239361257490143,-0.20460509147138653,-1.2847397048922888,-1.2385046168603704,-1.2026966593999917
2.0,552.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.050490614918933,0.24472507212549524,-0.6521385410756766,-1.2758250653620058,-1.2297490007991119,-1.2168671412423475
2.0,552.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7973297167781225,-0.1740915083097858,0.6904618077371937,-0.8479223679084023,-0.7832125816749225,-0.8200936496563749
1.0,552.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0926840979424013,-0.24389427171566677,-0.6521385410756766,-1.3738861001951226,-1.326060777472957,-1.3585719596659094
5.0,553.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0082971318954645,0.17492230871961423,-0.965411955798681,-1.1955933095894553,-1.1509484562477845,-1.146014732030567
6.0,553.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0293938734071988,1.0823582329960524,-0.20460509147138653,-1.2490811467711553,-1.256015848982888,-1.146014732030567
2.0,553.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0293938734071988,0.03531678190785224,0.24292835813290356,-1.2312518677105888,-1.2385046168603704,-1.2168671412423475
2.0,553.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1770710639893383,-0.7325136155568238,0.24292835813290356,-1.5343496117402242,-1.4924174826368704,-1.556958705458896
6.0,553.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1770710639893383,-0.1740915083097858,1.1379952573414838,-1.5700081698613575,-1.5186843308206464,-1.5427882236165396
6.0,553.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.050490614918933,0.9427527061842953,-0.6521385410756766,-1.2847397048922888,-1.282282697166664,-1.1885261775576352
2.0,554.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.050490614918933,0.8031471793725333,0.6904618077371937,-1.293654344422572,-1.3085495453504394,-1.2168671412423475
2.0,554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.050490614918933,0.5239361257490143,-0.20460509147138653,-1.2847397048922888,-1.299793929289181,-1.231037623084704
2.0,554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.050490614918933,1.3615692866195763,-0.20460509147138653,-1.293654344422572,-1.2910383132279224,-1.1601852138729227
2.0,554.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1348775809658698,-1.779555066645024,1.1379952573414838,-1.3738861001951226,-1.326060777472957,-1.4861062962471148
5.0,554.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1348775809658698,-1.290935722803867,0.24292835813290356,-1.4095446583162563,-1.3173051614116977,-1.4577653325624031
5.0,554.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1348775809658698,0.4541333623431333,-1.5472054402842568,-1.4719471350282403,-1.4048613220242845,-1.3869129233506219
5.0,554.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1348775809658698,0.7333444159666523,1.1379952573414838,-1.5343496117402242,-1.4749062505143535,-1.4294243688776906
5.0,554.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1348775809658698,0.5937388891548953,0.6904618077371937,-1.4897764140888075,-1.439883786269319,-1.4010834051929784
6.0,554.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1348775809658698,1.1521609964019333,0.6904618077371937,-1.5432642512705075,-1.4836618665756118,-1.4010834051929784
6.0,554.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1348775809658698,0.24472507212549524,1.1379952573414838,-1.516520332679657,-1.4136169380855428,-1.4294243688776906
6.0,554.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1348775809658698,0.8031471793725333,0.24292835813290356,-1.5254349722099412,-1.466150634453095,-1.4152538870353342
5.0,554.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8817166828250593,-0.10428874490390479,-0.6521385410756766,-0.9638126818020863,-0.932058054716319,-0.9476279862375803
1.0,554.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1348775809658698,-2.686990990921467,1.1379952573414838,-1.347142181604273,-1.299793929289181,-1.5427882236165396
6.0,554.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1770710639893383,0.38433059893725224,0.6904618077371937,-1.5878374489219242,-1.5887292593107154,-1.5427882236165396
6.0,554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1770710639893383,-0.38349979852742383,0.24292835813290356,-1.5343496117402242,-1.5537067950656809,-1.556958705458896
6.0,554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1770710639893383,-0.6627108521509478,0.6904618077371937,-1.5254349722099412,-1.5186843308206464,-1.556958705458896
6.0,554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1770710639893383,-0.7325136155568238,0.24292835813290356,-1.4808617745585235,-1.4836618665756118,-1.5286177417741837
5.0,554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0082971318954645,0.8031471793725333,0.24292835813290356,-1.2312518677105888,-1.2297490007991119,-1.146014732030567
2.0,554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.20662095444956474,0.5239361257490143,-0.20460509147138653,-0.02777553112232973,-0.012718368284164113,0.044305742727351584
2.0,2757.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13092690973818266,-4.641468366286105,5.165796303780095,0.6408224336489251,0.521374211452612,-0.026546666484429042
1.0,2757.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.20662095444956474,-0.10428874490390479,-0.6521385410756766,-0.02777553112232973,-0.056496448590457056,-0.054887630169141416
3.0,2757.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1855242129378305,0.4541333623431333,-0.20460509147138653,-0.045604810182896936,-0.003962752222904903,0.03013526088499571
3.0,2759.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.03784702235569092,1.4313720500254523,-0.6521385410756766,0.07028550371078714,0.10110464051219785,0.25686297036269473
1.0,2759.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.20662095444956474,-2.966202044544986,0.24292835813290356,0.10594406183192076,0.14488272081849157,-0.22493341227741567
3.0,2759.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.20662095444956474,-1.6399495398332669,2.0330621565500637,-0.018860891592046524,0.022304095960870397,-0.1965924485927033
4.0,2759.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3418943248555247,3.1764411351724524,2.0330621565500637,0.4803589221038234,0.1886608011247845,0.752829834845161
1.0,2759.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.14333072991436205,-0.10428874490390479,0.6904618077371937,0.03462694558965351,0.03981532808338804,0.03013526088499571
2.0,2760.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004346460667777534,-0.1740915083097858,0.24292835813290356,0.21291973619532162,0.17114956900226685,0.17184007930855758
2.0,2760.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1011372468908936,1.0125554695901762,-0.6521385410756766,0.06137086418050393,0.013548479899611962,0.15766959746620107
2.0,2760.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1011372468908936,-1.290935722803867,-1.5472054402842568,0.23966365478617205,0.19741641718604294,0.058476224569708087
2.0,2760.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.12223398840262782,-0.10428874490390479,-1.0996719906799668,0.06137086418050393,0.10110464051219785,0.07264670641206396
2.0,2760.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1011372468908936,-0.034485981498023795,0.24292835813290356,0.10594406183192076,0.04857094414464647,0.07264670641206396
3.0,2760.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004346460667777534,0.8031471793725333,-0.6521385410756766,0.186175817604472,0.11861587263471549,0.25686297036269473
4.0,2760.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1011372468908936,0.31452783553137625,-1.0996719906799668,0.12377334089248797,0.0573265602059049,0.1293286337814887
2.0,2760.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004346460667777534,0.8729499427784143,0.6904618077371937,0.15051725948333838,0.06608217626716334,0.21435152483562583
2.0,2760.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.12223398840262782,0.38433059893725224,-1.0996719906799668,0.03462694558965351,0.06608217626716334,0.10098767009677634
5.0,2761.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02544320217951176,-2.058766120268548,-0.20460509147138653,0.3644686082101393,0.32875065810492254,0.08681718825442046
1.0,2761.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.438685111078641,0.17492230871961423,-1.0996719906799668,-0.3130439960913987,-0.2666312340606641,-0.2674448578044839
5.0,2761.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004346460667777534,-0.24389427171566677,-0.20460509147138653,0.2040050966650384,0.23243888143107744,0.18601056115091347
1.0,2761.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.12223398840262782,0.31452783553137625,-0.6521385410756766,0.06137086418050393,0.09234902445093941,0.11515815193913284
1.0,2761.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21531387578511957,0.8729499427784143,0.24292835813290356,0.3822978872707065,0.33750627416618095,0.4694201979980372
3.0,2761.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12223398840262782,0.31452783553137625,0.6904618077371937,-0.0010316125314793153,0.07483779232842254,0.07264670641206396
2.0,2762.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.14333072991436205,0.5937388891548953,-0.6521385410756766,0.03462694558965351,0.0047928638383535295,0.08681718825442046
3.0,2762.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.14333072991436205,0.6635416525607762,-1.994738889888547,0.06137086418050393,0.013548479899611962,0.11515815193913284
3.0,2762.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004346460667777534,-0.034485981498023795,0.24292835813290356,0.22183437572560563,0.17990518506352607,0.20018104299326997
1.0,2762.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1855242129378305,0.4541333623431333,-1.5472054402842568,-0.009946252061763314,0.022304095960870397,0.058476224569708087
3.0,2762.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.20662095444956474,-0.7325136155568238,0.24292835813290356,-0.0010316125314793153,0.022304095960870397,-0.0690581120114973
3.0,2762.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004346460667777534,-1.290935722803867,0.6904618077371937,0.24857829431645526,0.293728193859888,0.11515815193913284
1.0,2762.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1855242129378305,0.38433059893725224,-0.6521385410756766,-0.0010316125314793153,-0.03898521646793941,0.03013526088499571
1.0,2762.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12223398840262782,0.38433059893725224,-1.5472054402842568,0.06137086418050393,0.08359340838968098,0.11515815193913284
